epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
181,2513.33,1.59459,0.70103,1.97562,0.95229,0.88787,0.94888,0.62929,2.54151,0.93679,2.64096,0.000181703,0.000181703,0.000181703
182,2527.33,1.56874,0.69743,1.95742,0.94569,0.88133,0.94583,0.62688,2.55846,0.93452,2.64075,0.000173451,0.000173451,0.000173451
183,2541.35,1.56851,0.69786,1.9552,0.95849,0.91476,0.95331,0.63171,2.52984,0.93251,2.6046,0.0001652,0.0001652,0.0001652
184,2555.35,1.55358,0.69207,1.95958,0.93852,0.91757,0.9496,0.62307,2.55451,0.9283,2.62602,0.000156948,0.000156948,0.000156948
185,2569.03,1.58682,0.70223,1.96729,0.96137,0.89647,0.95357,0.63208,2.53958,0.92581,2.61436,0.000148696,0.000148696,0.000148696
186,2582.85,1.58948,0.70433,1.95729,0.91512,0.9149,0.94924,0.62883,2.533,0.92254,2.62842,0.000140445,0.000140445,0.000140445
187,2596.78,1.56113,0.68782,1.94512,0.95676,0.87843,0.9486,0.62057,2.54036,0.92178,2.6208,0.000132193,0.000132193,0.000132193
188,2610.57,1.56316,0.69313,1.94922,0.95812,0.89782,0.95274,0.63062,2.5324,0.90768,2.6143,0.000123941,0.000123941,0.000123941
189,2624.52,1.55874,0.68393,1.94707,0.92964,0.90591,0.95195,0.62206,2.55083,0.91856,2.63603,0.00011569,0.00011569,0.00011569
190,2638.3,1.53881,0.68474,1.94426,0.96598,0.87439,0.95104,0.62495,2.54671,0.92101,2.6452,0.000107438,0.000107438,0.000107438
191,2655.08,1.47439,0.58142,1.90999,0.9412,0.88334,0.94494,0.62163,2.57991,0.92597,2.69946,9.91865e-05,9.91865e-05,9.91865e-05
192,2668.54,1.44525,0.56772,1.89498,0.91991,0.90838,0.94452,0.61998,2.5627,0.92561,2.68291,9.09349e-05,9.09349e-05,9.09349e-05
193,2681.82,1.42596,0.56293,1.88588,0.9579,0.89872,0.94853,0.62897,2.54908,0.92303,2.68402,8.26832e-05,8.26832e-05,8.26832e-05
194,2695.33,1.41361,0.55886,1.88145,0.96689,0.88361,0.94853,0.62569,2.55569,0.92974,2.6877,7.44316e-05,7.44316e-05,7.44316e-05
195,2708.58,1.41089,0.54962,1.87751,0.9667,0.88439,0.95026,0.62678,2.55445,0.92826,2.67702,6.61799e-05,6.61799e-05,6.61799e-05
196,2721.78,1.40612,0.55172,1.88309,0.96788,0.88163,0.94841,0.63141,2.56103,0.9333,2.69567,5.79283e-05,5.79283e-05,5.79283e-05
197,2735.12,1.3853,0.55296,1.88094,0.95639,0.88905,0.94949,0.63392,2.54448,0.92797,2.69289,4.96766e-05,4.96766e-05,4.96766e-05
198,2748.49,1.38615,0.54934,1.87959,0.95589,0.88669,0.94837,0.63164,2.54397,0.93515,2.70714,4.1425e-05,4.1425e-05,4.1425e-05
199,2761.59,1.38211,0.54749,1.87973,0.95691,0.88855,0.94881,0.63243,2.55259,0.94181,2.71677,3.31733e-05,3.31733e-05,3.31733e-05
200,2774.93,1.37273,0.54253,1.8789,0.9417,0.90776,0.95255,0.63307,2.55002,0.94229,2.7067,2.49217e-05,2.49217e-05,2.49217e-05
